"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"MUSCLE FACTORY 24 HOURS","4.5","203","Georgiou Griva Digeni 16","Limassol",,"CY","https://www.musclefactory24hrs.com/","+357 25 108234","Gym","https://www.google.com/maps/search/?api=1&query=MUSCLE%20FACTORY%2024%20HOURS&query_place_id=ChIJyZnxo2oz5xQRr4copu7xA1g"
"Grind Fitness","5","73","Steliou Kiriakidi","Limassol",,"CY","https://grindfitnesscy.com/","+357 99 810035","Gym","https://www.google.com/maps/search/?api=1&query=Grind%20Fitness&query_place_id=ChIJoZ4RDVQz5xQR5r1Rbrq3gD8"
"Fitness Code","5","4","Militou 7","Limassol",,"CY","https://instagram.com/fitness_code__?igshid=MzMyNGUyNmU2YQ==","+357 99 185233","Gym","https://www.google.com/maps/search/?api=1&query=Fitness%20Code&query_place_id=ChIJO8Y0Q6Mz5xQRdpoM_YDGQvA"
"CHS Fitness Club","4.4","77","Archiepiskopou Leontiou A 250B","Street",,"CY","https://www.chsfitnessclub.com.cy/","+357 25 250101","Gym","https://www.google.com/maps/search/?api=1&query=CHS%20Fitness%20Club&query_place_id=ChIJz4ezUKgz5xQRWcOxj8YEVr8"
"Sanctum Spa & Fitness","4.7","398","Limassol Marina St","Limassol",,"CY","http://sanctum.life/","+357 25 100109","Spa and health club","https://www.google.com/maps/search/?api=1&query=Sanctum%20Spa%20%26%20Fitness&query_place_id=ChIJ0yVFQcgz5xQR8Z9RYqwa4tc"
"VIP-GYM","4.6","93","Steliou Kiriakidi","Limassol",,"CY","http://www.vipgym.com.cy/","+357 77 776525","Gym","https://www.google.com/maps/search/?api=1&query=VIP-GYM&query_place_id=ChIJC_Xvl5kz5xQRtOQFkuLA3RE"
"Anaplasis Gym Fitness Center Limassol","4.8","751","Kanika Business Center, Enaerios, 28 October Ave 319A","Limassol",,"CY","https://www.anaplasisgym.com.cy/","+357 25 585242","Gym","https://www.google.com/maps/search/?api=1&query=Anaplasis%20Gym%20Fitness%20Center%20Limassol&query_place_id=ChIJvXw2qD8z5xQRj7IKcxTuE8I"
"Muscle Activation Fitness Studio","5","4","Sikinou 5A","Limassol",,"CY","https://www.facebook.com/pg/muscleactivation2019","+357 99 796220","Gym","https://www.google.com/maps/search/?api=1&query=Muscle%20Activation%20Fitness%20Studio&query_place_id=ChIJ5xO4bxwz5xQRV5huJ1Ajjac"
"GYMANIA FITNESS CLUB","4.9","363","Agias Filaxeos","Limassol",,"CY","http://www.gymaniafitnessclub.com/","+357 25 253202","Fitness center","https://www.google.com/maps/search/?api=1&query=GYMANIA%20FITNESS%20CLUB&query_place_id=ChIJ2_4m2p0z5xQR5R2cZp50a9Y"
"Champ Boxing Academy","5","11","TK 3082, Rizokarpasou 27","Limassol",,"CY","http://www.champboxingacademy.com/","+357 99 332615","Boxing gym","https://www.google.com/maps/search/?api=1&query=Champ%20Boxing%20Academy&query_place_id=ChIJHaoLtlkz5xQRqZ7V2LIOB7c"
"Her Gym Limassol","4.8","109","Omonoias 19","Limassol",,"CY","https://hergym.cy/","+357 25 255266","Gym","https://www.google.com/maps/search/?api=1&query=Her%20Gym%20Limassol&query_place_id=ChIJG1zzA-4z5xQRtPakT4wXSyE"
"Dreamchasers Fitness Studio","5","56","Kekropos 8","Limassol",,"CY","https://dreamchasers.cy/","+357 97 664716","Gym","https://www.google.com/maps/search/?api=1&query=Dreamchasers%20Fitness%20Studio&query_place_id=ChIJr3z5kVMz5xQRDnfYZO8dRTU"
"Eleftheriou Lifestyle Fitness Club","5","2","Pafou 218","Kato Polemidia",,"CY","https://www.facebook.com/share/1JdAxPoANb/",,"Gym","https://www.google.com/maps/search/?api=1&query=Eleftheriou%20Lifestyle%20Fitness%20Club&query_place_id=ChIJpbB6AwAz5xQRPKZZLQseM3U"
"5 Rounds MMA Limassol","4.9","37","BASEMENT, Misiaouli & Kavazoglou 27","Limassol",,"CY","https://www.facebook.com/5-Rounds-MMA-Limassol-110644453668694/","+357 99 848288","Gym","https://www.google.com/maps/search/?api=1&query=5%20Rounds%20MMA%20Limassol&query_place_id=ChIJb81JDRcz5xQRcAcpwqsgAxs"
"Route Fitness Club","4.9","42","Κάτω Πολεμίδια, Konstantinou Laskari","Kato Polemidia",,"CY","http://www.routefitnessclub.com/","+357 25 583818","Gym","https://www.google.com/maps/search/?api=1&query=Route%20Fitness%20Club&query_place_id=ChIJX3HzgE4z5xQRRCQhJVsp9dU"
"Modus Vivendi Health Centre","4","37",,"Limassol",,"CY","https://m.facebook.com/Modus.Vivendi.Gym/","+357 25 870002","Fitness center","https://www.google.com/maps/search/?api=1&query=Modus%20Vivendi%20Health%20Centre&query_place_id=ChIJN-MPtMEz5xQRr0ncYZYDkgk"
"Slim and Smart Fitness Studio","4.4","13","Agiou Andreou 350","Limassol",,"CY","https://www.instagram.com/slim_and_smart_cyprus/","+357 96 701181","Fitness center","https://www.google.com/maps/search/?api=1&query=Slim%20and%20Smart%20Fitness%20Studio&query_place_id=ChIJ2yw65t8z5xQRB83TN4lf_qs"
"Elite Boxing Club","4.9","15","Arch. Makarios III Avenue 79","Limassol",,"CY","https://www.facebook.com/eliteboxing/?ref=br_rs","+357 99 375738","Boxing club","https://www.google.com/maps/search/?api=1&query=Elite%20Boxing%20Club&query_place_id=ChIJV4Eupq4z5xQRIVQHcVivbGA"
"R-evolution of Gym","4.6","12","Franklin Roosevelt 216","Limassol",,"CY","https://m.facebook.com/Revolutionofgym/","+357 99 884899","Gym","https://www.google.com/maps/search/?api=1&query=R-evolution%20of%20Gym&query_place_id=ChIJ685IdhIz5xQRcxwdR_UqBdc"
"PROGRESS GYM","4.5","30","Katholiki, 1,Voriou Ipeirou Street","Limassol",,"CY","https://www.instagram.com/progressgymcy?igsh=MWFodW9pbWJnOWI5Nw==",,"Gym","https://www.google.com/maps/search/?api=1&query=PROGRESS%20GYM&query_place_id=ChIJn5mXEb8z5xQRpAG6DNo0cfU"
"YOU & ME Personal Training GYM","5","9","Agias Zonis 29","Limassol",,"CY","https://www.facebook.com/YouandMePersonalTrainingGym/","+357 99 526020","Gym","https://www.google.com/maps/search/?api=1&query=YOU%20%26%20ME%20Personal%20Training%20GYM&query_place_id=ChIJWXtLbeMz5xQRJ4drT2NjsPw"
"Salveo Health & Fitness","4.7","44","Μάρκου Δράκου 37 &, Panagioti Simeou 3","Mesa Geitonia",,"CY","https://www.facebook.com/SalveoGym/","+357 25 582201","Gym","https://www.google.com/maps/search/?api=1&query=Salveo%20Health%20%26%20Fitness&query_place_id=ChIJ5Z8ZI1sz5xQRDsZRf3bf-sU"
"GFitness Functional Training","5","7","Ioannou Tsirou","Limassol",,"CY","https://www.facebook.com/pg/GFitnessFTC/about/?tab=overview","+357 25 101311","Gym","https://www.google.com/maps/search/?api=1&query=GFitness%20Functional%20Training&query_place_id=ChIJ312XTAgz5xQRlySm8VJOQWA"
"Bodysense Health&Fitness Centre","4.8","37","Αγγαιου 3-4154","Limassol",,"CY","https://www.facebook.com/BodysenseLimassol/","+357 25 574646","Gym","https://www.google.com/maps/search/?api=1&query=Bodysense%20Health%26Fitness%20Centre&query_place_id=ChIJBQCQrEoy5xQRcZp2b6NTadk"
"The FitZone by Kondylis","4.8","42","Spyrou Kyprianou Ave 145","Limassol",,"CY","https://linktr.ee/thefitzonebykondylis","+357 25 750476","Gym","https://www.google.com/maps/search/?api=1&query=The%20FitZone%20by%20Kondylis&query_place_id=ChIJw3z3H28z5xQRx3f32JILnsU"
"Kalopedi Gym","4.8","33","Pikioni","Limassol",,"CY","https://www.instagram.com/kalopedifitnessclub/","+357 25 332900","Gym","https://www.google.com/maps/search/?api=1&query=Kalopedi%20Gym&query_place_id=ChIJx_1l56Yz5xQRqEI_qHjFA2U"
"Raw Calisthenics Academy","5","92","M.L.K.","Limassol",,"CY","https://instagram.com/raw_calisthenicsacademy?igshid=YmMyMTA2M2Y=","+357 97 452944","Gym","https://www.google.com/maps/search/?api=1&query=Raw%20Calisthenics%20Academy&query_place_id=ChIJRzwf8awz5xQRn2ULzUPIkFA"
"MuscleKing Fitness Gym","4.7","49",,"Limassol",,"CY","https://www.facebook.com/musclekingfitness/","+357 99 577489","Gym","https://www.google.com/maps/search/?api=1&query=MuscleKing%20Fitness%20Gym&query_place_id=ChIJHx9kJQQz5xQRP0XdA339k2k"
"Power Beach","4.9","77","Προμαχών Ελευθερίας 34","Agios Athanasios",,"CY","https://www.facebook.com/powerbeachdasoudi","+357 97 725520","Gym","https://www.google.com/maps/search/?api=1&query=Power%20Beach&query_place_id=ChIJtzEg0v0z5xQR7PlBz77FYnw"
